text,script
ਬਾਬਾ ਜੀ ਤੁਹਾਡੀ ਤਾਂ ਇੰਜਣ ਹੋਣ ਦੀ ਗੱਲ ਸੁਣ ਕੇ ਹੀ ਅਵਾਜ਼ ਬਦਲ ਗਈ ਜੇ ਕਿਤੇ ਬੀਬਾ ਜੀ ਨੇ ਇੰਜਣ ਕਰਵਾ ਦਿੱਤਾ ਤਾਂ ਕਦੇ ਸਰਵਿਸ ਦੀ ਲੋੜ ਨਹੀਂ ਰਹਿਣੀ ਬਸ ਤੇਲ ਦੇ ਕੇ ਹੀ ਕੰਮ ਸਰ ਜਾਇਆ ਕਰਨਾ ਪਰਮਾਤਮਾ ਤੁਹਾਨੂੰ ਹਮੇਸ਼ਾ ਚੜ੍ਹਦੀ ਕਲਾ ਵਿੱਚ ਰੱਖੇ ਅਤੇ ਆਪ ਜੀ ਲੋਕਾਂ ਦਾ ਮਨੋਰੰਜਨ ਕਰਦੇ ਰਹੋ,Gurmukhi
ਭਗਤਣ ਨੇ ਤੇਰਾ ਇਜਣ ਕਰ ਦੇਣਾ,Gurmukhi
bhagtan india aa k kujh jyada hi heavy hai,Roman Punjabi
punjabi de do matlab,Roman Punjabi
ਇੰਜਣ ਹੋਣ ਵਾਲਾ,Gurmukhi
yr bahut hi ghaint ho tusi dowe,Roman Punjabi
ਹਾਏ ਮੇਰੇ ਪਖੰਡੀ ਬਾਬੇ ਦਾ ਕਿਤੇ ਇੰਜਣ ਨਾ ਹੋ ਜਾਏ ਭਗਤਨ ਅੱਜ ਕੱਲ੍ਹ ਗਰਮੀ ਵਿੱਚ ਹੀ ਲੱਗਦੀ ਆਹ,Gurmukhi
baba ji. service ho jani je thuhadi bach ke,Roman Punjabi
baba g tuc ta gaye pakka gaddi di awaaz bhut aa rahi aaa vicho,Roman Punjabi
mari sister hi ani changi h ta sister de bhra te pariwar v change hon ge te baba g di sewa v change tarke nal kade hon ge waheguru ji tuhanu ada hi khush rakhan,Roman Punjabi
ਵਾ ੳਏ ਜੱਟਾ,Gurmukhi
ਤੁਹਾਡੀਆਂ ਵੀਡੀਓ ਵੇਖ ਕੇ ਸਾਰੇ ਦੁੱਖ ਖਤਮ ਹੋ ਜਾਂਦੇ ਹਨ,Gurmukhi
bhagtn ne ta att krati aa,Roman Punjabi
ਬਾਬਾ ਕਿਉਂ ਨੰਗੀਆਂ ਤਾਰਾ ਨੂੰ ਹੱਥ ਲਾਉਂਦਾ ਕਿਤੇ ਸੱਚੀ ਨਾ ਇੰਜਣ ਕਰਵਾ ਦੇਵੇ ਭਗਤਣ ਬੱਚ ਕੇ ਰਿਹ,Gurmukhi
baba tara engin ho jana,Roman Punjabi
ਵੇ ਨਵ ਜਿਉਂਦਾ ਵਸਦਾ ਰਹਿ,Gurmukhi
ਨਹਿਲੇ ਤੇ ਦਹਿਲਾ,Gurmukhi
acting lapisting body languageface impressions... sab kuj perfect .. really great video .. ginti koi ni kinni ku vaar dekh layi,Roman Punjabi
ਜਿਉਦੇ ਵੱਸਦੇ ਰਹੋ ਛੋਟੇ ਵੀਰ ਸਦਾ ਖੁਸ ਰਹੋ,Gurmukhi
ਬਾਬਾ ਤੂੰ ਇੰਜਣ ਕਰਾਏ ਗਾ ਬੰਚ ਕੇ ਰਿਹਾ ਕਰ ਬਾਬਾ ਇਕ ਵਾਰ ਤੋਰ ਭੋਰ ਹੋ ਗਿਆ ਸੀ ਸਬਲ ਗਿਆ,Gurmukhi
ਇੰਜਨ ਹੋ ਓਕੇ ਭੈਣ,Gurmukhi
bhagtan vi kite kite sira hi kra dindi aa,Roman Punjabi
ਸਾਂਢੂਆ ਸਾਲੀ ਨੈ ਇੰਜਨ ਕਰ ਦੇਣਾ ਸਾਂਢੂ ਨੈ ਚੋੜ ਚੋੜ ਚ ਫਿਲਟਰ ਚੇਂਜ ਕਰਵਾ ਲੈਣਾ,Gurmukhi
drame baj aa ji,Roman Punjabi
ਵਾਹਿਗੁਰੂ ਜੀ ਮੇਹਰ ਕਰਨ ਸਾਰੇ ਪਰਿਵਾਰ ਤੇ ਬਹੁਤ ਵਧੀਆ ਵਿਡੀਉ ਜੀ,Gurmukhi
ਅਤ ਕਰਾਤੀ ਬੇਟਾ ਧਨਵਾਦ,Gurmukhi
ਭਗਤਾ ਬਚ ਕੇ ਰਹੀਂ,Gurmukhi
ਬਾਬਾ ਗੱਲਾ ਗੱਲਾ ਵਿੱਚ ਭਗਤਨ ਗਾਲਾ ਕੱਢ ਰਹਿ,Gurmukhi
ਭੈਣੇ ਬਾਬੇ ਨੇ ਗਾਲ ਕੱਢੀ ਫੇਰ ਫੇਰ ਗਾਲ ਕੱਢੀ ਆ ਬਾਬਿਆਂ ਨੇ ਗਾਲ ਤਾ ਕੱਡੀ ਜ,Gurmukhi
ਰੀਤੂ ਇੰਜਣ ਦੀ ਗਰੰਟੀ ਦੇਣੀ ਆ ਕਿ ਵਾਰੰਟੀ ਆਲਾ ਕਰਨਾ,Gurmukhi
ਸੁਨਿਆਰ ਦੀ ਲੋਹਾਰ ਦੀ,Gurmukhi
ਤੇ ਗੰਦ ਵੀ ਨਾ ਪਾਇਆ ਜੇ ਨਹੀਂ ਤਾਂ ਸਿਰਫ਼ ਲੁੱਚੇ ਲੋਕ ਹੀ ਪਸੰਦ ਕਰਨਗੇ ਪਰਿਵਾਰ ਚ ਬਹਿ ਕੇ ਵੇਖ ਸਕੇ ਹਰ ਕੋਈ ਵਧੀਆ ਜੋੜੀ ਖੁਸ਼ ਰਹੇ,Gurmukhi
ਆਹ ਵੀਡੀਓ ਸਹੀ ਆ ਛੋਟੀ ਜਿਹੀ ਬਸ ਏਡੀ ਕੁ ਈ ਬਣਾਇਆ ਕਰ ਛੋਟੇ ਵੀਰ,Gurmukhi
baba ji ethey b gadbad krti tusi boleya ke salia di bhen nu bahut piar kardey o esda ki matlab bhawan madam di bhen di gal kar riha o,Roman Punjabi
ਨਵੀ ਬਾਬਾ ਜੀ ਤੁਸੀ ਕੋਈ ਨਵਾਂ ਸਿਆਪਾ ਸਹੇੜ ਲੈਣਾ ਇੰਜਣ ਨਾ ਵੀ ਹੋਇਆ ਨਾ ਬਾਬਾ ਤੇਰਾ ਹੈੱਡ ਤਾਂ ਭਗਤਨ ਨੇ ਲੀਕ ਕਰ ਹੀ ਦੇਣਾ,Gurmukhi
ਇਹਦੇ ਭਰਾ ਸਾਲ਼ੇ ਮੇਰੇ ਲਾਈਨ ਤਾਂ ਅੱਤ ਕਰਾ ਦਿੱਤੀ ਵੀਰ ਨੇ ਫਿਰ ਅੱਗੋਂ ਭਗਤਨ ਦਾ ਜਵਾਬ ਇਜ਼ਨ ਵੀ ਹੋਣ ਵਾਲਾ ਸਿਰਾ ਕਰਾ ਦਿੱਤਾ ਵੀਰ ਰੋਟੀ ਖਾਣ ਨੂੰ ਨਹੀਂ ਮਿਲਣੀ ਨਾ ਪੰਗੇ ਲਵੋ ਗੱਡੀ ਦੇ ਨਾਲ਼ ਵੀਰ ਜੀ ਤੁਹਾਡਾ ਵੀ ਇਜ਼ਨ ਹੋ ਜਾਣਾ ਫਰੀ ਵਿਚ,Gurmukhi
br madad kro oh loko tc hi cmnt ni like krke gll phuncha do pls meria dhea bhukhia sondia a asi khichdi kha k sarde a granthi singh a m like hi krdo ta jo mera cmnt pahuncha do please,Roman Punjabi
ki gll ve thonu mere msg ni dikh rhe jrurat a madad di sara kuj dikha dina k ki help chaidi a rply ta kro ik vaar sun lo gll help kiti jror saflo hou gi thodi yr loko tc hi sun lo eh ta nyi rply kr rhe pleade,Roman Punjabi
aj ykeen ho gya ver ji mnu k jis bande nu jrurat hundi a usdi koi help ni krda baki jisnu jrurat nyi usdi eve help kri jande vr ji ik gll kehna jrurat mand di madad kroge fr hi lgugi nyi koi faida ni hega kri jao help pun ni lgna m kini madad mang riha a ik vaar ni suni tc meri,Roman Punjabi
baba ji pagtan de nal pange na lai,Roman Punjabi
ਇੰਜਣ ਵੀ ਹੋਣ ਵਾਲਾ ਹੈ,Gurmukhi
ਬੱਚ ਜਾਹ ਭਾਉ ਬੱਚ ਜਾਹ ਗੱਲ ਇੰਜਨ ਹੋਣ ਤੇ ਪਹੁੰਚ ਗਈ ਹੁਣ ਸਾਡੇ ਵੱਸ ਕੁਝ ਨਈਮਾਝੇ ਆਲੇ ਇੰਜਨ ਵੀ ਚੁੱਪ ਚੁਪੀਤਾ ਕਰ ਜਾਂਦੇ ਆ ਪਤਾ ਵੀ ਨਈ ਲਗਨ ਦਿੰਦੇ,Gurmukhi
ਭਗਤਨ ਬਹੁਤ ਗੁੱਸੇ ਵਿੱਚ ਕੋਈ ਹੋਰ ਕੰਮ ਨਾ ਕਰਵਾ ਲੈਣਾ ਰਿਮੋਟ ਦੀ ਜਗ੍ਹਾ ਵੇਲਣਾ ਹੱਥ ਵਿੱਚ ਆਉਣ ਲੱਗੇ ਦੇਰ ਨਹੀਂ ਲੱਗਣੀ,Gurmukhi
ਇੰਜਨ ਕਾਹਦੇ ਹੋਣਾ ਕਰਨਾ ਗੱਡੀ ਬਦਲ ਦੋ ਮੈਂ ਕਹਿਨਾ ਨਾ ਜੀ ਨਾ ਗੱਡੀ ਨਹੀਂ ਅਸੀਂ ਬਦਲਣੀ,Gurmukhi
baba ਜੀ ਜੇ ਇੰਜਣ ਕਰਵਾਉਣਾ ਹੀ ਪਿਆ ਤਾਂ ਕੈਨੇਡਾ ਹੀ ਕਰਵਾ ਲਿਓ otherwise ਪੰਜਾਬ ਵਿੱਚ ਬੁਹਤ ਮਹਿੰਗਾ ਹੁੰਦਾ ਵਧੀਆ ਮਿਸਤਰੀ ਦੀ ਏਹੀ ਪਹਿਚਾਣ ਹੁੰਦੀ ਹੈ ਉਹਨੂੰ ਸਭ ਪਤਾ ਹੁੰਦਾ ਕਿ ਗੱਡੀ repair bhaldi ਹੈ,Gurmukhi
ਭਗਤਨ ਜੀ ਇੰਜਨ ਕਰ ਕੇ ਛੱਡੋ ਇਕ ਵਾਰ ਆਪੇ ਸੂਤ ਆਜੂ ਫਿਰ ਜੀ,Gurmukhi
ਤੁਹਾਡੀਅ ਸਾਰੀਆਂ ਵੀਡੀਓ ਬਹੁਤ ਵਧੀਆ ਹਨ,Gurmukhi
ਹੈਲੋ ਵੀਰ ਜੀ ਮੇਨੂ ਇੱਕ ਹੈਲਪ ਚਾਈ ਦੀ ਆ ਮੈ ਸਾਲ to chal nahi skda ਸਾਲ de age tak chal skda c aj ma ਸਾਲ da ho gya aj mnu pura sall hoga tur nahi skda please veera mari help kite java,Mixed
ਵੀਰ ਜੀ ਜਿਹੜੀ ਭੈਣ ਬੈਠੀ ਆ ਇਹਨੂੰ ਪਿਆਰ ਕਰਦੇ ਹੋ ਕਿ ਇਹਨਾਂ ਦੀ ਭੈਣ ਨੂੰ ਪਿਆਰ ਕਰਦੇ ਹੋ ਕੰਮ ਤਾਂ ਯਾਰ ਸਹੀ ਗੱਲ ਆ ਇੰਜਨ ਕਰਾਉਣ ਵਾਲਾ ਹੀ ਆ,Gurmukhi
yea sab say achi video aapki . i thing may dafa say zeyada dekh chukha har bar utna hi maza aya jitna phli dafa dekhny pay aya tha .. salam from pakistan punjab,Roman Punjabi
ਰੀਤੂ ਭਾਬੀ ਭਗਤਣ ਕਹਿੰਦੀ ਨਬੀ ਤੇਰਾ ਇੰਜਨ ਹੋਣ ਵਾਲਾ ਬਹੁਤ ਹਾਸੀ ਆਈ,Gurmukhi
ਖਤਰੋਂ ਕੇ ਖਿਲਾੜੀ,Gurmukhi
bhagtian de bhain ve open minded ahh,Roman Punjabi
baki ta pta ni but thodi video bhut gaint ne rooh hush ho jandi hai dekh k,Roman Punjabi
ਬੱਚ ਕੇ ਰਹੋ ਭਰਾ ਜੀ ਭਗਤਨ ਕੋਲੋਂ ਇੰਜਨ ਨਾ ਕਰਾ ਲਿਓ,Gurmukhi
bach ke reh veer nhi engan tera kardena bhgtan ne,Roman Punjabi
kulwinder singh from hoshiar pur indian army ji raplai plezz next vidio ch,Roman Punjabi
babe de ਲੱਛਣ theek nahi aa,Mixed
ਤੁਸੀਂ ਇਦਾ ਨਾ ਕਰਿਆ ਕਰੋ ਨਾ ਤਾਂ ਅਸੀਂ ਹਸਣ ਜੋਗੇ ਰਹਿੰਦੇ ਆ ਨਾ ਰੋਣ ਜੋਗੇ,Gurmukhi
tuhade husband kolo heera sambal nai hoea ji .dimond wano je tusi .gd soch or gd looking,Roman Punjabi
ਤੇਰੀਆਂ ਤਾਂ ਬਾਈ ਪਹਿਲੀਆਂ ਸਰਵਿਸਾ ਵੀ ਫ੍ਰੀ ਕਰ ਦੇਣੀਆਂ ਆ,Gurmukhi
bai ji da ingane bhut hi high power wala hai bhabi ji,Roman Punjabi
ਸਾਰੀ ਵੀਡੀਓ ਚੋਂ ਏਨਾ ਦੀ ਭੈਣ ਨੂੰ ਡਾਇਲਾਗ ਬਾਈ ਤੂੰ ਦਿਲ ਤੋਂ ਕਿਹਾ ਹਣਾ,Gurmukhi
nai drouna nai babe nu galt gal ha,Roman Punjabi
nice video veer ji,Roman Punjabi
ਹੈ ਬਾਈ ਤੈ ਆਪਣੇ ਸਾਲਿਆ ਦੀ ਭੈਣ ਵੇਚਣੀ ਹੈ,Gurmukhi
ਇੰਜਣ ਤਾ ਹੋਣ ਵਾਲਾ ਇੱਹ ਗੱਲ ਪੱਕੀ ਹੈ ਜੀ ਤਾ ਹੀ ਗਰਾਰੀਆਂ ਚੋਂ ਸਾਲ਼ੀ ਸਾਲ਼ੀ ਅੱਧੀ ਅੱਧੀ ਘਰਵਾਲੀ ਵਾਲੀ ਅਵਾਜ਼ ਆਉਂਦੀ ਹੈ ਤੇ ਟਾਈਰ ਵੀ ਸਹਿਰਣ ਸਹਿਰਣ ਕਰਦੇ ਨੇ ਮਿਸਤਰੀ ਭਾਬੀ ਜੀ ਹੋ ਤੁਸੀਂ ਹੀ ਮੁਗਲੈਲ ਬਦਲ ਦਿਆ ਕਰੋ ਜੀ,Gurmukhi
ਭਗਤਨ ਦਾ ਇਜ਼ਨ ਹੋਣ ਵਾਲਾ,Gurmukhi
yaar beta ji kude ne apne bhrawan kolon sachi tera engine karwa dena is layee kudi di izat kariya kar hamesha.,Roman Punjabi
ਇਜਣ ਤਾਂ ਬੋਲਣ ਨਾਲ ਹੀ ਵਧੀਆ ਚਲਣ ਲਗ ਗਿਆ,Gurmukhi
kini var ta bolya baba jara diyan rakhya kar sadi pahgtan bahut tej hai dekhi kite apna injan di moarmat na kara bahti sach kahnde ne sab jad baba ek numbri hai ta pagtan us di numbrihoni chidi ta jo vackt de nal sawal jabab de sake best video too all,Roman Punjabi
ho jana engine bahut wadia,Roman Punjabi
ਬਾਬੇ ਬੱਚ ਕੇ engine ho jana,Mixed
ਇੰਜਨ ਦੇ ਗੈਸ ਕੱਟ ਪੈਣ ਵਾਲਾ ਹੈ ਪਾਣੀ ਦੇ ਵਿੱਚ ਤੇਲ ਮਿਕਸ ਕਰੀ ਜਾਂਦਾ ਹੈ,Gurmukhi
ਬੱਸ ਕਰੋ ਬਾਬਾ ਜੀ ਲੱਗ ਗਏਆ ਪਤਾ ਸੇਵਾ ਹੋਣ ਵਾਲੀ ਆ,Gurmukhi
bhaji injin hon wala gaddi da has has ke bura haal ho gya mera ta sirra,Roman Punjabi
bara khachra banda aa,Roman Punjabi
ਹੁਣ ਠੀਕ ਜਵਾਬ ਦਿੱਤਾ ਇੰਜਣ ਹੋ ਕੇ ਰਹਿਣਾ,Gurmukhi
ਇੰਜਨ ਦੀ ਸਰਵਿਸ ਕਰਵਾ ਲਊ ਅਵਾਜ ਆਉਣੋ ਹੱਟ ਜਾਊ,Gurmukhi
ਭਰਿੰਡਾਂ ਦੇ ਛੱਤੇ ਨੂੰ ਨਾ ਛੇੜੋ ਵੀਰ ਜੀ,Gurmukhi
ਸੁਨਿਆਰ ਦੀ ਇੱਕ ਲੁਹਾਰ ਦੀ ਇੱਕ ਭਾਬੀ ਜੀ ਦੀ,Gurmukhi
ਸਮਜਦਾਰ ਲਈ ਇਸ਼ਾਰਾ ਹੀ ਕਾਫ਼ੀ ਵੀਰੇ ਇੰਝਣ ਵੀ ਹੋਣ ਵਾਲਾ ਨਵਾਂ ਸ਼ਰਵਿਸ ਸੈਂਟਰ ਖੁੱਲ ਗਇਆ ਵੀਰੇ,Gurmukhi
ਬਾਬਾ ਤੂੰ ਆਪਣੇ ਇੰਜਣ ਬਾਰੇ ਸੁਣ ਇੰਨਾ ਹੈਰਾਨ ਕਿਉਂ ਹੋ ਗਿਆਂ ਫਰੀ ਚ ਹੀ ਹੋ ਜਾਣਾ ਆ ਕਰਵਾ ਲਾ ਚੁੱਪ ਕਰਕੇ,Gurmukhi
ਤੇਰੀ ਖ਼ੈਰ ਨਹੀਂ ਵੀਰੇ ਹੁਣ,Gurmukhi
mere saale ne jehde jdo keha bhagtan diya akha vekhan waliya si bachi bhra mere kite kam khrab ho jave,Roman Punjabi
ਸੁਣ ਲਿਆ ਨਾ ਹੁਣ ਬੋਲ ਹੋਰ ਕੁੱਝ ਇੰਜਣ ਹੋਣ ਵਾਲਾ,Gurmukhi
ਇੰਜਣ ਕਰ ਹੀ ਦਿਓ,Gurmukhi
ਮਿੱਤਰਾ ਬੱਚ ਕੇ ਨਹੀਂ ਤਾਂ ਕਿਦੇ ਇੰਜਣ ਨਾ ਕਰਾਂ ਬੈਠੀ,Gurmukhi
ਜਾਣ ਜਾਣ ਪੰਗੇ ਨਾਂ ਨਾਂ ਲੈ ਵੀਰ ਕੀਤੇ ਤਾਰਾਂ ਜੁੜ ਗਿਆ ਤਾਂ ਤੇਰੇ ਜੋ ਝਟਕੇ ਲਗਨੇ ਤੇਰਾ ਔਖਾ ਹੋ ਜਾਣਾ,Gurmukhi
ਇੰਜਣ ਕਰਾ ਲੈ ਭਾਊ,Gurmukhi
ਇੰਜਣ ਵੀ ਹੋਣ ਵਾਲਾ ਆ ਹਹਙ ਹਾਏ ਹਾਏ ਬਿਲਕੁੱਲ ਇੰਜਣ ਹੋ ਆਲਾ ਆ ਹਾਏ,Gurmukhi
bhagtan tera injan karn nu firdi veere. bach ke rahi,Roman Punjabi
ਭਗਤਨ ਮਸਕਾ ਲਾਉਂਦਾ ਪਿਆ,Gurmukhi
bhai itni pure punjabi na bolya karo. kuchh shabd samajh nahin aate. i love you both of you.,Roman Punjabi
bhrawa tera engine ho kana ee kise din jalandhar to,Roman Punjabi
ਨੰਗਿਆ ਤਾਰਾ ਨੂੰ ਛੇੜ ਦਾ ਵੀਰ ਆਪ ਤੋਂ ਕਰੰਟ ਬੋਹੁਤ ਇਹ,Gurmukhi
ਭਗਨਣ ਨੇ ਤਾਂ ਸਿਰਾ ਹੀ ਲਵਾ ਤਾ,Gurmukhi
sukar kar sehar aale aa pind aanle hunde hun nu godia thale lya hunda,Roman Punjabi
pta nhi lga ki insult hai ya treef ho rhi aa..,Roman Punjabi
teri begam tenu gal lagi hai tanu samajh nahin i,Roman Punjabi
ਇਜਣ ਵਾਲੀ ਗੱਲ ਬਹੁਤ ਠੀਕ ਹੈ,Gurmukhi
bai ਜੀ ਇਸ ਤੈਣ ਨੇ ਆਪਣੇ ਬੱਚੇ ਨੂੰ ਗਲਤ ਕੰਮ ਸਿੱਖਣ ਲਾਇਆ ਹੈ ਕੋਈ ਵਧੀਆ ਕੰਮ ਜਿਸ ਵਿੱਚ ਉਹ ਬੱਚਾ ਆਪਣਾ ਹੁਕਮ ਚਲਾ ਸਕੇ ਜਾਂ ਕੋਈ ਪੱਥਰ ਦਾ ਕੰਮ ਜਾਂ ਕੋਈ ਪੇਂਟ ਦਾ ਕੰਮ ਜਾਂ ਕੋਈ ਪੀਓਪੀ ਦਾ ਕੰਮ ਜਾਂ ਕੋਈ ਮਿਸਤਰੀ ਦਾ ਕੰਮ ਰਾਜਗਿਰੀ ਦਾ ਕੰਮ ਹੋਵੇ ਇਸ ਕੰਮ ਵਿੱਚ ਦਾ ਸਾਰੀ ਉਮਰ ਬੱਚਾ ਨੌਕਰ ਬਣ ਕੇ ਰਹਿ ਜਾਵੇਗਾ ਜਿਸ ਤਰ੍ਹਾਂ ਦੇ ਇਸ ਬੱਚੇ ਦੇ ਘਰ ਦੇ ਹਾਲਾਤ ਹਨ ਤੁਸੀਂ ਇਸ ਚੀਜ਼ ਬਾਰੇ ਵੀ ਗਾਈਡ ਕਰਿਆ ਕਰੋ ਕਿ ਬੱਚੇ ਨੂੰ ਕੋਈ ਇਦਾਂ ਦਾ ਕੰਮ ਸਿਖਾਇਆ ਜਾਵੇ ਜਿਸ ਵਿੱਚ ਉਹ ਬੱਚੇ ਦਾ ਆਪਣਾ ਵੀ ਹੁਕਮ ਰਾਜ ਚੱਲ ਸਕੇ ਬੱਚਾ ਤਰੱਕੀ ਕਰ ਸਕੇ ਇਸ ਕੰਮ ਵਿੱਚ ਲੱਖਾਂ ਕਰੋੜਾਂ ਰੁਪਿਆਂ ਦਾ ਖਰਚਾ ਅੱਜ ਕੱਲ ਦੇ ਜਮਾਨੇ ਵਿੱਚ ਇਹ ਕੰਮ ਸਹੀ ਨਹੀਂ ਸਾਰੀ ਉਮਰ ਨੌਕਰ ਬਣ ਕੇ ਕੰਮ ਕਰਨਾ ਬਹੁਤ ਔਖਾ ਹੈ ਬਾਈ ਜੀ,Gurmukhi
ਤੁਹਾਡੀਆਂ ਸਾਰੀਆਂ ਵੀਡੀਓ ਬਹੁਤ ਵਧੀਆ ਹਨ,Gurmukhi
ਜਾਣ ਜਾਣ ਪੰਗੇ ਲਾਈਨਾਂ ਏ,Gurmukhi
didi de face expression baa kamaal de ne god bless you didi,Roman Punjabi
veer ji video dekh ke hasa nahi rukda,Roman Punjabi
ਇੰਜਣ ਵੀ ਹੋਣ ਆਲਾ ਪਟੇ ਵੀ ਟੁੱਟ ਗਏ ਨੇ ਪਟੇ ਵੀ ਪੈਣ ਵਾਲੇ ਨੇ,Gurmukhi
engine bilkul hone wala ਦੋਵਾਂ da,Gurmukhi
ਪਤਾ.ਮੈਨੂੰ ਇੰਜਣ ਖਰਾਬ ਆ ਖਤਮ ਕਹਾਣੀ,Gurmukhi
bhabi ji bhut vadia keha injan hun wala,Roman Punjabi
ਇਨਾਂ ਦੀ ਮੈਂ ਭੈਣ ਨੂੰ ਪਿਆਰ,Gurmukhi
engine nahi service changi tra karn wali aa,Roman Punjabi
injan vi kro bhai ji,Roman Punjabi
yaar apni family di kon video upload krda daso janab,Roman Punjabi
ena di m pan nu te injan v. m bahut hasia.,Roman Punjabi
ਇੰਜਨ ਹੋਣ ਵਾਲਾ ਭਗਤਨ ਨੇ ਬਹੁਤ ਵਧੀਆ ਇੰਜਨ ਫਰੀ ਵਿੱਚ ਕਰ ਦੇਣਾ ਤੇਰਾ ਗਰੰਟੀ ਲੈ ਲਈ ਬਾਈ,Gurmukhi
ਬਾਈ ਫਰੀ ਸਰਵਿਸ ਹੁੰਦੀ ਹੋਣੀ ਆ ਤੇਰੀ ਏਜੰਸੀ ਤੇ ਇਹਦੀ ਆਪਣੀ ਆ,Gurmukhi
ਬਾਬਾ ਜੀ ਅੱਤ ਕਰਾਤੀ,Gurmukhi
ਬਾਈ ਬਚ ਕੇ ਰਹੀ ਸੱਚੀ ਨਾ ਇੰਜਨ ਕਰਾਲੀ ਕਿਤੇ,Gurmukhi
ਇੰਜਨ ਖੋਲ ਲਿਆ ਫਿਰ ਬੰਨ ਲਿਆ ਦੱਬੀ ਚੱਲੋ ਹੁਣ ਕੰਮ ਨੂੰ ਜਿੰਦਗੀ ਭਰ ਨਹੀ ਸੂਤ ਆਉਣਾ ਇਹ,Gurmukhi
veer dil khus ho giya nale didi ji v braabar a sath dinde a khush raho,Roman Punjabi
ehna di main bhain nu.. ise krke main boht pyaar krda,Roman Punjabi
ਆ ਗੱਲ ਵਧੀਆ ਕਹੀ ਆ ਭੈਣੇ ਬਾਬਾ ਜੀ ਦਾ ਇੰਜਣ ਹੋਣ ਵਾਲਾ,Gurmukhi
ਬਹੁਤ ਵਧੀਆ ਵੀਰੇ ਤੁਹਾਡੀ ਜੋੜੀ ਖੁਸ਼ ਰਹੋ,Gurmukhi
ਬੱਤਾ ਪੀਣਾ ਪੈਪ ਲੈਣਾ,Gurmukhi
veer ji bahut wadia hasunde jtusi sade pan tade to vi sira la dende a,Roman Punjabi
ਭਾਜੀ ਤੁਸੀਂ ਐਨ ਪੁਆਇੰਟ ਤੇ ਆ ਕੇ ਬਲੋ ਮਾਰ ਰਹੇ ਹੋ ਦੇਖਿਓ ਕਿਤੇ ਭਗਤਨ ਤੁਹਾਡੇ ਰਿੰਗ ਪਿਸਟਨ ਨਾ ਪਵਾ ਦੇ,Gurmukhi
pajji endkri te,Unknown
ਇੱਕ ਹੋਰ ਜੋੜਾ ਆ ਗਿਆ ਰੀਲਾਂ ਦੀ ਰੇਲ ਬਣਾਉਣ,Gurmukhi
ਬਾਬਿਓ ਇਕੱਲੀ ਭੁਗਤਣ ਮਾੜੀ ਆ,Gurmukhi
khich ke rakh veer.,Roman Punjabi
hanji apne pekeya di burai koi kudi nhi son sakdi,Roman Punjabi
ਭਗਤਣ ਗੁਸਾ ਬੜਾਂ ਭੈੜਾਂ ਲੱਗਦਾ,Gurmukhi
bhout vadiya lga dil krda suni java repeat te,Roman Punjabi
ek chapri jitni marji popularity hansil karle..lekin chapri tag kabhi khatim ni kar sakta.,Roman Punjabi
garry bai end e kita pya ena skoon milda sun k byaan.. nai kar sakde luv you bai,Roman Punjabi
nice song jitna sunu utna hi thoda,Roman Punjabi
kon kon gopi shoker de reel dekh ke awya,Roman Punjabi
y reality ch eda da kuj ni hunda hun kudia bhut samjdhar ho gaia,Roman Punjabi
your voice is ਓਸੇਮ,Gurmukhi
banda ban ja,Roman Punjabi
oh suit kade gair naal jachya hi nijeda jachda tere naal oh kadi kinu takiya hi ni,Roman Punjabi
wah ji wah nazaara leya ta garry bai ne,Roman Punjabi
bhot hi badhiya hi song,Roman Punjabi
gopi de vyah to baad ajj suneya song,Roman Punjabi
gerry bhji jdo ਵੀ ਕਰਾਉਂਦਾ ਅੱਤ ਹੀ ਕਰਾਉਂਦਾ,Gurmukhi
very very nice song bahut pyare ho,Roman Punjabi
garry ਬਾਈ ਗਾਣਾ ਬਹੁਤ ਸੋਹਣਾ ਲਿਖਿਆ,Gurmukhi
wahhh dil khush kita eda likh ke te ghaa ke boht sohna veere,Roman Punjabi
ਗੈਰੀ ਸੰਧੂ,Gurmukhi
bhot hi sohna song a yrr bhot bari sun lya but mind say again,Roman Punjabi
bai bar sun chuka hu song ko ak dam dil pe laga h apne ap hi feeling aajti hai garry bai..,Roman Punjabi
aaj first suna hai yeh song mujhe itna pasand aa geya k pura din he repeat mode pr lga rakha hai itna acha hai wow,Roman Punjabi
apni phli mulakaat yaad aa gyi,Roman Punjabi
bestest song din phla sunnya din ch ma vari sun chuki aa,Roman Punjabi
bhut vadia song oh vi winter season jide ch kine kine viah hunde aa wah wedding song bhut vadia.. bomb song,Roman Punjabi
menu mera first love di pehli mulakat yaad aa gyi bai very beautiful song veera,Roman Punjabi
kyaa hi likhya te gaya yar ...ehna swaad aa reha sunke ds ni skde,Roman Punjabi
nice ji nice ji,Roman Punjabi
bhai ji boss sona gana gaya tusi,Roman Punjabi
bhai maza aa gya sahi...jitni baar suna mann hi ni bhar ra,Roman Punjabi
din ho gye bai gaana sunde nu hale tak man nai razya love you garry bai,Roman Punjabi
jasmine kuj vi ni is agay,Roman Punjabi
bhaji ok galbat aa ji love kash kite gana hunda aa,Roman Punjabi
bhut vadiya song hai ji,Roman Punjabi
